,consistentinconsistent,femininemasculine,beneficialharmful,demotivatemotivate,ethicalunethical,satisfiedunsatisfied,flexiblerigid,amateurprofessional,privatepublic,modernoutdated,foreignersnatives,internationallocal,sustainableunsustainable,analoguedigital,conservativeprogressive,globallylocally,individualismteamwork,biasunbias,communicativeuncommunicative,obscuritytransparency,followerinnovator,longtermshortterm,marketingsecret,diversityuniformity,managerworker,declinegrowth,demandsupply,problemsolution,intangibletangible,lossprofit,diplomaticundiplomatic,rewardingunrewarding,autonomousmicromanagement,productservice,ambiguityclarity,seasonaltemporary,impulsivestrategic,mistrusttrust,goaltask,nonrenewablerenewable,advertisingsecretive,innovativetraditional,purchasersupplier,corruptionintegrity,corporateindividual,insidersoutsiders,economicoverpriced,consultantemployees,environmentpollution,connecteddisconnected,costrevenue,discriminationimpartial,collaborationsilo,challengeobscurity,essentialluxury,commitmentrejection,childchildless,riskysecure,localwidespread,artisanalfinancial,demandingeffortless,leasesell,naturaltechnical,onlinestore,familywork,spectatorsstakeholders,majorityminorities,isolatingsocial,detailsoutlines,goodiessalary,allianceproprietorship,physicalremote,credibledeceptive,dependentindependent,bankruptcyprosperity,pressurerelax,opportunitythreat,criminalrightful,neglectresponsible,disorderorder,captivefreedom
JPMorgan_Chase,0.031540144,0.13482618,0.012926487,0.1759689,0.077899575,0.14218874,0.022353591,0.17205064,0.3771353,0.061200064,-0.009666354,-0.07766609,0.27570826,-0.2531539,0.015078269,0.036819,-0.082979985,-0.19341242,-0.16260035,-0.07880522,0.02506279,-0.112392984,-0.08636032,0.26071995,-0.032182716,0.057441648,0.06567716,0.044853326,-0.028613923,0.03327222,0.10770028,-0.07599902,0.039079763,0.026055247,-0.035913903,-0.09738043,0.11681049,0.0067442255,-5.5694007e-05,0.119131625,0.030168999,-0.049860615,0.1791828,-0.07678802,0.22708,-0.008512941,0.064378045,0.014340377,-0.100247316,-0.10083115,-0.00382453,-0.0023533418,0.04299996,0.0113819195,0.094482444,-0.001414475,-0.05764045,0.05211396,-0.081896506,-0.19812497,-0.037414074,-0.02965147,-0.018401567,-0.06606065,-0.015332821,-0.080528185,-0.16860165,0.1108035,0.05703066,-0.03766488,0.09013912,0.019966908,-0.1039004,0.044800933,0.24720621,0.1193239,0.13597295,-0.07443119,0.013303115,0.050728984,-0.00073528464
Verizon_Communications,-0.19283338,-0.12683575,0.14391519,0.14530593,0.120362945,0.091420926,-0.0055518583,0.0010789576,0.16233288,-0.12229292,-0.052518062,-0.055069655,0.18527457,-0.21061207,0.19532758,0.054508165,0.13590783,-0.026169138,-0.04137507,0.012517422,-0.08697079,-0.04742651,-0.19271742,0.033917632,-0.07274632,0.11925698,-0.025345322,-0.12868847,0.17197497,-0.14842074,0.272356,0.10504766,-0.08490393,-0.2614484,-0.120045274,0.1666279,0.0245174,0.047967643,0.07016585,0.0139003815,0.09344355,0.008761414,0.055811968,0.044163894,0.19218493,-0.10902105,0.08819718,-0.11260616,-0.13152358,-0.15229955,-0.12855946,0.052098308,-0.022447407,0.16557266,0.055154607,-0.09029818,0.00860723,0.16056782,-0.041070443,0.006589614,-0.08817964,-0.0666819,-0.083116196,0.07208141,-0.032299586,-0.112299874,0.1305225,0.07975101,0.060142186,-0.04372491,0.07947669,0.053251177,-0.0996958,0.04457984,0.13688032,0.12555158,-0.06166437,-0.07978381,-0.055920452,-0.03219392,-0.017143562
AXA,-0.08616476,0.07508399,0.17918088,0.19017272,-0.21334651,0.18404698,-0.046969198,-0.1805697,-0.01052716,-0.037763845,0.074764244,-0.08129879,0.16139713,0.064789005,0.20231214,0.22051266,0.12561166,-0.055499215,-0.05167176,-0.042913787,-0.08361627,-0.083142005,0.041487172,0.22660191,0.2233541,-0.078908786,0.0718307,0.08098442,-0.013508353,-0.2816312,0.19939981,-0.06574804,0.026976407,0.012613443,0.014894061,-0.05962435,-0.0969565,-0.21267655,-0.031042816,-0.10521355,0.04140804,0.13806611,0.14239277,0.04453817,-0.064840056,-0.06818339,0.044203714,-0.15375133,0.036327925,0.06813096,0.05852875,0.005659483,0.0035171697,-0.057067562,0.09735057,-0.17075197,-0.14125836,0.08553635,-0.06626587,0.0020907363,-0.09888642,0.040436693,-0.0028937566,-0.015924355,0.04203305,0.0696963,0.013555517,-0.069605544,-0.028449168,-0.10929526,0.0946178,0.08122219,-0.1405156,-0.1346357,-0.0731774,-0.06333386,-0.14033899,-0.07444685,0.10570578,0.012024076,0.14813188
Ford_Motor,0.15211889,-0.21286777,-0.123046726,0.012691629,-0.025708612,0.021547386,-0.094692275,-0.066926084,0.09166772,-0.03250845,-0.013457685,-0.1548517,-0.06312202,-0.13193947,0.037939195,0.10667528,0.09904725,-0.07408816,0.047083825,0.06698442,0.036069535,-0.09729218,-0.074466854,0.29477867,-0.038530245,0.3161837,-0.024191003,-0.05102319,0.04393061,-0.020993903,-0.1419479,0.116958514,0.058615785,0.0651705,0.076461524,-0.07795838,-0.12866263,0.00234992,-0.028152762,-0.22662716,0.12158648,0.06315631,-0.0030286629,0.051317524,0.22117989,0.13237077,0.27861732,-0.09103603,-0.12369106,-0.12462951,0.10030811,-0.102620676,0.061895188,0.026133617,-0.15898,0.059417598,0.071877666,0.011485065,-0.072152905,0.063196585,-0.047193687,-0.15911819,-0.19063137,-0.14433248,-0.0023213052,-0.1438428,-0.052893084,0.05077939,0.050258595,-0.023985043,0.034770433,0.03226042,-0.064389296,0.11740584,0.07750542,0.1414482,0.1665224,-0.07115129,-0.090954304,-0.025730994,-0.06813691
Honda_Motor,-0.056425706,-0.1495664,0.04911142,-0.15751532,0.11587134,0.20957455,-0.08334215,-0.07576619,-0.00021061167,-0.17094192,0.15665163,-0.19186242,-0.0939431,-0.13354453,-0.2196422,0.18473187,0.07595567,-0.112275235,0.17490062,0.13085103,0.066303484,-0.21221423,0.116133265,0.08423048,-0.11751581,0.061345156,-0.04144787,0.03315546,0.11771043,-0.15584658,0.009060496,-0.14268096,0.08795433,0.037441093,0.100146584,-0.049523868,-0.027311312,-0.051990468,-0.028082028,-0.1905554,0.011161957,-0.033139694,-0.06853573,-0.093868576,0.13106674,0.042423822,0.24399018,-0.21114334,-0.23519054,-0.11971561,0.0723833,0.12207677,0.12365644,0.03593084,-0.06484701,0.08466874,-0.03866594,0.08325549,-0.12442692,0.08821801,-0.0703431,0.003749295,-0.04825842,-0.09309482,0.07556622,0.036410462,0.093549065,0.08718232,0.15717489,0.021610199,0.06762434,-0.073437035,0.032537863,0.034365617,-0.010925727,0.08004545,0.057284568,-0.058629397,-0.04421317,-0.003922386,0.14543
General_Motors,-0.06086388,-0.3285601,-0.101078495,-0.0628089,-0.029634126,0.057950705,-0.021058133,-0.1392332,-0.019783247,0.048527274,0.06985551,-0.20862652,-0.16695735,-0.0558317,0.002679103,0.060054585,0.055545863,-0.03539447,-0.027884014,-0.032558836,0.013188212,-0.013332962,0.0027636788,0.19351588,-0.092528045,0.22784297,-0.017781977,-0.021791149,0.1092925,-0.07949578,0.020595923,0.05449047,0.07891348,0.1031338,-0.055591308,-0.1420503,-0.12939613,0.044647254,-0.00065638503,-0.23100989,0.07177948,-0.05382693,-0.036540292,-0.027202299,0.20963943,0.030862223,0.31600755,-0.15365161,-0.15497431,-0.09721854,0.107071035,-0.103676654,-0.0001966518,-0.0549719,-0.18290558,-0.03007444,0.02701919,0.06436284,-0.0800486,0.025951805,-0.13884191,-0.11924485,-0.119937256,-0.15491286,-0.06835224,-0.09374657,-0.098564036,0.0050446773,-0.03111337,0.022546146,0.03461488,0.008949416,0.078624636,0.17759563,0.23711912,0.105414145,0.12713921,-0.10860564,-0.011424011,-0.103031024,-0.01030338
Anthem,0.10351745,0.029530292,-0.15465395,-0.19365561,0.035689436,0.12661007,-0.18770628,-0.06588901,0.0036671674,-0.055620346,-0.09282664,0.003909937,-0.33579403,-0.010650996,-0.06776983,-0.31108335,0.041594394,-0.22075436,0.22227193,-0.041394565,-0.05392191,-0.06395607,-0.026340913,0.0723745,0.049075924,-0.14422113,0.25414127,0.036789242,0.029837681,0.06867426,0.034757543,0.06609195,-0.0537535,0.06698396,-0.11324621,0.090761535,-0.099891536,-0.13540578,0.027213983,-0.055874735,-0.0069840727,-0.08148562,0.12388301,-0.0621199,-0.13355047,0.08512299,-0.114149176,-0.061626494,0.056245033,-0.07624056,0.14931744,0.13953763,0.22450645,-0.016074525,-0.00017824328,-0.09118349,-0.013062405,0.041160285,0.09231179,-0.1275086,-0.0038624804,0.13587525,0.005463854,-0.02982003,0.08168325,0.15131485,-0.09558868,0.023941785,-0.00033278164,-0.1495213,0.09741654,-0.19564697,-0.037030794,-0.10633379,0.00081355666,0.044788368,0.016882798,-0.10751336,-0.020124879,0.087973766,0.03224774
Mitsubishi,0.20265026,-0.34291232,0.022199443,0.12817372,-0.049175717,-0.0697208,-0.023064494,0.09389233,-0.028570142,-0.06949709,0.06493702,-0.16124932,0.06829807,0.08678953,0.039049186,0.07954893,-0.016144253,0.054881986,0.041258726,-0.09396855,0.06396276,-0.0087038595,0.2227269,0.11344747,0.07055152,0.20673047,-0.089716285,-0.010259597,0.20370373,-0.06252313,0.06752668,-0.071831755,0.23229548,0.19379735,0.005150068,-0.17307799,-0.00693476,0.08397702,-0.06729455,-0.10412641,-0.090731055,0.061562166,0.022678161,0.077909686,0.19292729,0.0593336,0.09944094,-0.16465494,-0.21116279,-0.051907517,0.08071132,-0.034565583,-0.020383712,-0.016664542,-0.18179114,0.1154664,0.09720073,-0.048859484,-0.06259368,0.004649006,-0.09263034,-0.09011897,-0.14371744,-0.10062649,0.07203636,-0.106074244,0.12596677,0.04809457,0.09841764,-0.0035112672,0.08987265,-0.01984347,-0.07867897,0.11085751,-0.0844162,0.16548064,0.19122767,0.015830081,-0.030760419,-0.026013747,0.10282527
Deutsche_Telekom,-0.13333678,-0.22269937,0.068487294,0.052962217,0.033243585,0.06341586,0.15678968,-0.048213344,0.019441895,-0.031412773,0.16049778,-0.101119846,0.17447853,0.17014454,0.22725902,0.29365253,0.19779794,-0.12408079,-0.051541235,-0.03993975,-0.07382786,0.010311763,-0.19334438,0.00541613,0.16625084,-0.08280595,-0.08211983,-0.057367984,0.27323225,-0.19688135,0.103169136,0.109171934,-0.06235733,-0.15328977,-0.08108271,-0.03332355,0.046800084,0.10252305,0.102748804,-0.13939406,0.17839043,-0.0728883,0.03424171,0.1341422,0.054718155,-0.089902066,-0.038475197,-0.20159797,-0.015615532,-0.06889884,-0.06788647,-0.013250767,-0.036172446,0.05045572,-0.020543106,-0.08307158,-0.066779815,0.005582201,-0.09877809,-0.05689558,-0.060145915,-0.06713799,-0.06629536,-0.004720177,0.012364648,-0.03503971,-0.004649621,-0.1187019,-0.031695664,-0.06563067,0.0934324,0.043957062,0.10450693,0.095852494,0.22653474,0.15973073,0.09051338,-0.005544632,-0.0035676628,-0.03137564,-0.018872611
Centene,0.04029128,0.08642137,0.04671264,-0.02621846,0.06993236,0.17821176,0.06671655,-0.16789815,0.22056375,-0.14286591,-0.0025100186,-0.18635252,0.030583609,0.12480876,0.14374565,-0.09525434,0.041168105,-0.16994338,0.06650093,-0.007676857,-0.2665754,0.2055096,0.064514786,0.1293873,-0.011795515,0.06943971,0.14683315,-0.016609633,-0.058437794,-0.13864152,-0.011939905,0.015256349,-0.056814026,-0.009916365,0.16663809,-0.022587871,-0.1614756,0.016827913,0.08089022,0.00728281,-0.020163292,0.056186516,0.21542083,-0.0006198809,-0.07285384,-0.056598358,0.15787409,-0.2115227,-0.02243191,0.14946756,0.008135099,-0.17161041,-0.073808976,0.017627524,0.027766388,-0.1935291,-0.019379573,0.10803408,-0.03407142,0.00017709065,-0.09562352,0.039317597,-0.11948688,-0.07442533,0.05513546,0.055142753,-0.087519325,-0.09761907,0.07359085,-0.09363099,0.11847646,0.048572395,-0.25234392,0.009052121,0.0493983,0.112843424,-0.06131572,-0.18255135,0.20609841,0.033003442,-0.058708824
SAIC_Motor,-0.21389805,-0.2594919,-0.053835344,0.06596312,-0.016601354,0.060787216,-0.02816963,-0.11851425,-0.09312144,-0.019642346,0.2551915,-0.18227655,-0.046913538,0.006374533,0.07876399,0.0037937397,0.12111046,-0.043229796,0.15511495,0.09895578,0.010858757,-0.11816305,0.07980113,-0.012379628,-0.015091516,0.08836802,0.08231122,0.035804972,0.17765804,-0.08776124,0.040546194,-0.082597315,0.15060864,0.04489392,0.015138348,-0.04112331,-0.20129588,-0.07267279,-0.06870278,-0.29225,-0.0973415,-0.02353852,-0.1664722,0.1316507,-0.038136706,0.08843271,0.21855131,-0.06318268,-0.20950702,-0.006695614,-0.056831285,-0.070541024,0.064644426,0.06171814,-0.13717806,0.1897706,0.005282851,-0.009541144,0.0154013,0.1283369,-0.20504907,-0.12600291,-0.025075234,0.014548766,0.07366227,0.0011917322,-0.06159952,0.17078955,0.052093994,-0.06971181,-0.03315777,0.06400925,0.1052764,0.18101485,0.11009218,0.06821039,0.124443546,-0.040640254,0.015464007,0.09505951,-0.052606028
Fannie_Mae,-0.059833698,-0.116139844,-0.0016797299,-0.019268522,0.22803873,0.043220185,-0.01604056,0.09712222,0.33896312,-0.03245201,0.026228853,0.016849268,-0.002611306,-0.01684291,0.016949046,-0.13652983,0.000822218,-0.08870828,0.12165029,-0.26116204,-0.038180668,-0.18030515,-0.082259454,0.24770385,-0.07499224,0.08633486,-0.031668648,0.039565038,-0.17643014,0.07947997,0.1631135,-0.0339728,-0.0840722,0.22369684,0.039460056,-0.23083588,0.043321405,-0.021850536,-0.0050058723,0.11719088,0.08224941,-0.052190393,0.12727883,0.02951906,0.22285977,0.032353718,0.020749273,-0.12573339,0.022931283,0.083628975,-0.0025651124,-0.07204502,-0.106668495,-0.023398299,0.08728413,0.0065432447,-0.1012913,0.22944017,0.050403193,-0.25222883,-0.12925497,-0.012374569,0.0033971234,0.03314884,0.02381575,-0.14012055,-0.1470966,0.09406779,-0.008815617,-0.051226098,-0.031199964,-0.038664576,-0.118877836,-0.055452008,0.12622075,-0.013009704,-0.032537635,-0.06895193,0.100572094,-0.0019360747,-0.055067133
Comcast,0.18556716,-0.13987988,-0.022857236,0.14692609,0.06367592,-0.016889866,-0.04533955,0.17145838,0.10771424,-0.27467138,-0.09073723,-0.18004021,0.2963578,-0.07062293,-0.005032559,-0.06938552,0.16030599,-0.13773677,-0.01580499,-0.10541438,-0.011982646,-0.027724545,-0.12071536,0.31398046,0.13845298,-0.052621666,0.17875431,-0.0701356,-0.012694588,0.13860835,0.16782837,-0.0147139765,-0.07053474,-0.1504903,-0.07146277,0.07617838,0.008181961,0.004201359,0.03125367,0.08102905,0.036447506,-0.018917017,0.078066655,-0.13717547,0.14835964,-0.006798384,-0.05459652,-0.16276802,-0.10355732,-0.0037805608,-0.11065124,-0.072373874,-0.16882187,0.09259101,0.0212109,0.015909236,-0.064791605,0.07036529,-0.071228586,-0.050025865,-0.11199823,0.043695252,-0.12166193,0.09319522,0.004666923,0.07095268,-0.10698595,0.004145852,-0.028336724,-0.045442343,0.023200098,0.012105178,-0.25958526,0.0066998918,0.14819045,0.11096982,0.08052718,0.013248269,0.033632297,0.087987535,-0.061800804
China_Minmetals,0.09894545,-0.1306378,0.013455095,0.12843324,-0.001486737,0.04787037,-0.023995422,-0.06662148,-0.042949844,0.068834886,0.32882768,-0.12865464,-0.1601676,0.063967444,0.15443626,-0.0040470515,0.121989705,-0.24270947,-0.06426073,-0.018046627,-0.15276487,-0.08191963,0.09220829,0.13854992,0.012796855,-0.013143667,-0.120174855,-0.017558236,0.12475999,-0.117532715,0.25668246,-0.1057351,0.06823297,0.02158521,0.064036146,0.17632261,-0.12676512,0.060147077,-0.047987457,-0.047842834,-0.22641784,-0.024779534,0.16840334,0.1599636,-0.002092177,-0.0364496,0.08407091,-0.0064873965,-0.14850402,-0.0028377862,-0.07192005,-0.046834297,-0.24305375,-0.016706903,0.015390673,0.023187282,-0.07329299,-0.06836613,-0.035301,0.16871472,0.03830774,-0.049362227,0.063558705,0.050132707,0.0054301075,-0.1503884,0.088745296,0.06186333,-0.02856534,-0.09447839,0.14995506,0.059037685,-0.030782238,0.038505062,0.16076855,-0.056060527,0.2367682,0.040969335,0.119939215,0.10758921,-0.054314714
Itochu,-0.1875108,-0.07139622,0.2277184,0.061330434,0.12870814,0.04911003,0.11906351,0.11911164,0.0047824,0.048481844,0.065483384,-0.04756189,0.12549827,0.10023801,-0.025118176,0.21388839,-0.022016471,-0.08863769,-0.038095023,-0.11442634,-0.10820101,-0.056880627,0.19980037,0.009675771,-0.092933014,0.11201277,-0.16518982,0.26328,-0.018510763,-0.36215088,-0.072991975,-0.078058206,0.12221094,0.07316775,0.070231386,-0.14167951,-0.022258408,0.016387003,-0.118286364,-0.09742436,-0.044692747,0.03374135,-0.07586821,0.020547548,0.07282521,0.034929067,-0.0390024,-0.022014484,-0.14205849,0.124702185,-0.004889349,0.010279383,0.0015038131,-0.11480011,-0.048708826,-0.04398653,-0.046503,-0.057081204,0.058989257,0.06545432,-0.101122126,0.06449488,0.06663223,-0.024986124,0.07185818,-0.154209,0.19707564,0.13886343,0.14380419,0.02002933,0.140519,0.16149732,-0.06089117,0.0009077134,-0.06712643,0.11212134,0.16784167,0.11544897,0.06574521,-0.17710371,0.10872424
Assicurazioni_Generali,-0.013919106,0.16467826,0.2477929,0.26914224,0.062342655,0.037157353,-0.14667523,-0.0794237,0.022258123,0.009210919,0.1197712,-0.0049118632,0.06519431,-0.047756035,0.2177846,0.17563817,-0.083025634,0.071144946,-0.13378409,-0.06110158,-0.22951552,0.12173972,-0.11724825,0.015799263,0.0056440807,-0.06861747,0.05415181,-0.2379539,0.0155795235,-0.28213975,-0.16027787,-0.04348636,-0.03279087,-0.051976226,0.034813195,-0.11344565,-0.026976652,-0.1734808,-0.0010109924,-0.023653785,0.04538859,-0.08433079,0.119754866,0.18113755,-0.06066508,-0.093985476,0.039956193,-0.016475828,-0.26502815,-0.014278731,0.08278973,0.08103817,0.10830573,0.041624527,0.043043103,-0.12273231,-0.16139376,-0.09901307,-0.05331249,0.044238184,0.062401388,-0.09375917,0.11260506,-0.047806494,0.16522978,-0.10140186,-0.042017207,0.012987328,0.064036414,-0.04287548,0.01866818,0.14089301,-0.08914407,-0.09704927,0.15778258,0.030429577,0.013240471,0.019083308,0.045599524,-0.0156186735,0.070719995
Chevron,-0.07269453,-0.20512033,-0.084489964,-0.1401475,0.026952283,0.23755012,0.09650067,-0.0555526,-0.045981795,-0.12789829,-0.005156592,0.03194415,0.014538603,-0.0697311,0.03030971,0.16057312,0.017014978,-0.0012028243,-0.05139955,-0.062161516,-0.006652389,-0.13523059,-0.03663287,0.3242357,-0.11244257,0.15778713,-0.19896351,0.05839302,0.109074056,-0.2570061,0.026549462,-0.026245767,-0.08355738,0.039603204,-0.01070334,-0.16475888,-0.04424204,0.046033148,0.119510144,-0.14450534,0.078975536,-0.014465379,0.10058244,0.050023995,0.09690419,-0.24779147,0.1731709,-0.09556112,-0.21938199,0.023846244,0.05257738,-0.109795116,-0.004126542,0.027694803,-0.00049178477,-0.107391685,-0.0484692,0.10666073,0.039408203,0.05681586,0.051183235,0.14847551,0.14800374,-0.18992294,-0.12526108,-0.07760997,0.08248866,0.050387494,0.1110778,0.022363635,0.024602221,-0.026873015,-0.048009876,-0.082127936,0.060763717,0.17527021,0.17217149,0.022737596,-0.03879642,-0.10561714,0.031912338
Target,-0.0060825273,-0.07409432,0.031305667,-0.113201715,0.19772367,-0.008662217,0.055816103,-0.144218,0.06795729,-0.2907046,0.10095985,0.031882588,0.147243,-0.26240265,0.2253314,-0.028701028,0.028061073,-0.1560181,0.113069326,0.0708797,0.13493189,-0.20604654,-0.12505664,-0.01669117,0.015877739,0.041747805,-0.120127775,0.04649848,0.025082834,-0.19660573,0.07976788,-0.025404211,-0.037504505,-0.008765218,-0.020411855,0.12704456,0.037110515,-0.035572212,0.034865443,-0.107439555,0.13654572,0.011361538,0.045205098,-0.033196393,0.044846687,-0.0004594423,0.021237483,-0.090593584,0.0613058,-0.09484915,0.09637753,0.05412883,0.079154916,0.050933883,-0.04061139,-0.060260735,0.03361809,0.063565075,-0.125335,0.12740369,-0.04658908,0.06757047,0.14852963,-0.37015703,0.008194767,-0.01896154,-0.14393651,0.1003471,0.07366755,0.070055045,0.1424636,0.045517758,-0.06166477,-0.020250157,0.08333805,0.24825872,0.1347473,-0.10402327,-0.011731495,0.10005295,0.08262013
Nestlé,-0.12862755,-0.008625394,0.11668629,0.13096803,0.0008914307,-0.026003124,-0.33905032,-0.08583903,0.04771053,-0.117311604,0.16113436,0.11131128,0.14333582,0.17673703,0.053467907,0.10039338,-0.08701468,-0.111479536,-0.07101224,-0.00067428575,0.08957552,-0.12649815,-0.023328656,0.2248399,0.050553918,-0.010351065,-0.12950239,-0.017329473,-0.097756356,-0.11112883,-0.006064234,0.17786002,-0.012165706,0.14904393,-0.049555626,-0.071620874,-0.10395053,-0.0130041605,-0.027052427,-0.056371547,0.26159272,0.10478039,-0.07357647,0.08095048,0.14573543,-0.10171903,0.14059244,-0.19812834,-0.027422277,0.010295101,0.09122801,-0.07901534,0.016814176,0.07908893,0.05396751,-0.015263965,-0.05326269,0.1027229,-0.0717789,0.2782127,0.06796202,-0.018215,0.10530938,-0.08509085,0.07998581,-0.16051899,0.11243136,-0.16414557,0.14803933,0.040375493,-0.08768945,-0.031533785,-0.16017847,-0.123576164,0.08500894,0.038901404,-0.05024929,-0.04132587,0.05253893,-0.063308254,-0.035075326
Lowe's,0.16457057,-0.2894704,0.18355554,0.035868447,0.04065246,0.038594548,-0.050068308,0.026370533,-0.0326203,-0.11073778,0.08638872,-0.047240153,0.0498095,-0.31484303,0.093688965,-0.29059836,0.16023108,-0.014735649,0.08796189,-0.043439396,-0.072688624,-0.058303945,0.11692345,0.011018328,-0.0618638,0.11024635,-0.13458176,-0.10018409,0.2049018,-0.081047855,0.13308789,-0.0110618295,-0.07970779,0.20621532,-0.018547509,-0.023608066,-0.03851748,0.016074793,0.13574274,0.06863382,0.12349649,0.15673833,-0.07811942,0.05567681,0.023197064,-0.049313895,-0.039668187,-0.17157806,0.044326458,-0.15880126,0.020360019,0.043285802,-0.08096913,0.017021373,-0.2384978,-0.0029876577,-0.03052398,0.06341011,0.028240498,0.018889494,0.0005816702,0.02168367,0.07222902,-0.17209798,-0.122944936,-0.029131986,0.013511831,-0.086010404,-0.11723203,0.19789907,0.17929785,-0.013943484,-0.01959451,-0.014245837,0.0316059,0.18268585,0.0026944727,-0.10211758,-0.10811313,-0.051437255,0.025149768
Citigroup,-0.17196895,-0.066778764,0.10971871,0.09765924,0.122913115,0.18057558,-0.05565002,0.13129386,0.22010472,0.04907886,0.08823424,-0.01903521,0.21568124,-0.15958743,0.07484101,0.171986,-0.07068379,-0.12074475,-0.008374799,-0.14000598,0.06503016,-0.20555557,-0.0860592,0.2790466,-0.015979836,0.11551924,0.07058112,-0.07634518,0.053794086,-0.18656646,0.107323155,-0.1286566,-0.02988331,0.016127476,0.0071671093,-0.16545714,-0.048303235,-0.062641375,-0.0106839845,0.016879382,0.0692242,-0.0660616,0.15523197,0.08398667,0.17387405,0.047660083,0.017302666,-0.0073669013,-0.059534136,0.00014492481,-0.0229599,-0.033859573,-0.013074282,0.0069761104,0.12766303,-0.044313226,-0.057567477,0.18722191,-0.103288725,-0.16151576,-0.008803069,-0.20851608,-0.07337651,-0.14209405,0.07744261,-0.14361528,-0.065549694,0.22351226,0.099281915,-0.09923433,0.048676483,-0.04038057,-0.05953277,0.016171766,0.15366662,0.110762805,0.08250614,-0.0046836464,0.14591108,0.0032088123,-0.0153565835
Hyundai_Motor,-0.12311018,-0.3511749,0.023416132,-0.08619926,-0.18519126,-0.025699604,-0.16522492,-0.101542726,-0.06977145,0.065252155,0.20126855,-0.052556265,-0.13394822,-0.29764053,0.043404825,0.051682074,-0.0008403835,0.052538015,0.16340102,0.007017597,-0.003137372,-0.24542952,-0.00201083,-0.014110736,-0.004530991,0.07376,-0.04029362,-0.10438827,0.15326759,-0.11813452,0.027396563,0.048501085,0.06194338,0.011884372,0.057484888,0.12577096,0.028387005,-0.13559136,0.00673331,-0.037205547,0.0014476835,0.08051694,-0.111883834,0.043944348,0.040402167,-0.04706574,0.2540271,-0.1871714,-0.30336002,-0.17040269,0.0671741,0.00943839,0.026453715,-0.011535497,-0.26425016,0.104426146,-0.0055424985,-0.06371618,-0.048444986,-0.054893337,0.009317495,-0.038725987,0.013168279,-0.07327078,0.008781008,-0.14575623,0.041462377,0.050452158,0.09005468,-0.04250902,0.091365546,-0.018490555,0.099403426,0.09548257,-0.005447498,0.021043245,0.050934594,-0.05601272,-0.056384154,-0.047167107,0.04821691
